Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
10.42.0.151-40.117.145.132-45095-443-6,10.42.0.151,45095,40.117.145.132,443,6,22/08/2017 10:29:18,46842,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.69672516118013,46842.0,0.0,46842.0,46842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.348362580590067,21.348362580590067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1550,514,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-65.52.108.74-47105-443-6,10.42.0.151,47105,65.52.108.74,443,6,22/08/2017 10:29:18,49945,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.066072679947936,24972.5,35268.36492524143,49911.0,34.0,0,0,0,0,0,34.0,34.0,0.0,34.0,34.0,0,0,0,0,32,64,20.022024226649314,40.04404845329863,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,1595,514,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-52.179.153.195-51851-443-6,10.42.0.151,51851,52.179.153.195,443,6,22/08/2017 10:29:18,50211,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.831909342574335,50211.0,0.0,50211.0,50211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.915954671287167,19.915954671287167,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1550,1025,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-104.118.221.207-32812-443-6,10.42.0.151,32812,104.118.221.207,443,6,22/08/2017 10:29:18,51037,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,607.4024727158728,58.780884456374785,25518.5,36041.93974385951,51004.0,33.0,0,0,0,0,0,33.0,33.0,0.0,33.0,33.0,0,0,0,0,32,64,19.59362815212493,39.18725630424986,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,32,0,0,0,0,0,0,1,0,2,31,1595,972,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-13.88.145.72-58125-443-6,10.42.0.151,58125,13.88.145.72,443,6,22/08/2017 10:29:18,86362,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.15833352631945,86362.0,0.0,86362.0,86362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11.579166763159725,11.579166763159725,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1550,512,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-91.190.219.46-35496-12350-6,10.42.0.151,35496,91.190.219.46,12350,6,22/08/2017 10:29:18,98115,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.384242980176325,98115.0,0.0,98115.0,98115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.192121490088162,10.192121490088162,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1386,9,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
131.253.61.68-10.42.0.151-443-35477-6,10.42.0.151,35477,131.253.61.68,443,6,22/08/2017 10:29:36,364187,9,12,997.0,12210.0,613.0,0.0,110.77777777777777,205.9282507196243,1460.0,0.0,1017.4999999999999,661.5427561252698,36264.33672810946,57.66268428032851,18209.350000000002,23500.83756463743,58376.0,4.0,310888.0,38861.0,48411.331043760525,108375.0,9.0,318243.0,28931.181818181816,49855.16990406949,124982.0,4.0,0,0,0,0,200,248,24.71257897728365,32.950105303044865,0.0,1460.0,600.3181818181818,681.6994440621411,464714.13203463214,0,0,0,1,0,0,0,0,1.0,628.9047619047619,110.77777777777777,1017.5,200,0,0,0,0,0,0,9,997,12,12210,65535,63445,3,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
131.253.61.68-10.42.0.151-443-35477-6,10.42.0.151,35477,131.253.61.68,443,6,22/08/2017 10:29:36,7138,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,420.2857943401513,3569.0,4582.051942088828,6809.0,329.0,7138.0,3569.0,4582.051942088828,6809.0,329.0,0,0,0,0,0,0,0,0,0,60,0,420.2857943401513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
208.80.154.224-10.42.0.151-80-56926-6,10.42.0.151,56926,208.80.154.224,80,6,22/08/2017 10:29:34,5063728,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789931844680441,1687909.3333333333,2893671.3424206167,5029205.0,5375.0,34523.0,34523.0,0.0,34523.0,34523.0,5034580.0,5034580.0,0.0,5034580.0,5034580.0,0,0,0,0,72,72,0.3949659223402205,0.3949659223402205,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,72,0,0,0,0,0,0,2,0,2,0,65535,57,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
208.80.154.224-10.42.0.151-80-56925-6,10.42.0.151,56925,208.80.154.224,80,6,22/08/2017 10:29:34,5532417,4,4,402.0,490.0,402.0,0.0,100.5,201.0,490.0,0.0,122.5,245.00000000000003,161.23151960526477,1.4460225973566345,790345.2857142857,1863516.3978662055,4998797.0,40.0,533620.0,177873.3333333333,251251.28582821888,467987.0,31157.0,5503740.0,1834580.0,2753697.6908740364,5001005.0,40.0,0,0,0,0,136,136,0.7230112986783173,0.7230112986783173,0.0,490.0,99.11111111111111,197.8941917063538,39162.11111111112,0,0,0,1,0,0,0,0,1.0,111.5,100.5,122.5,136,0,0,0,0,0,0,4,402,4,490,65535,59,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.9.238-10.42.0.151-443-60000-6,10.42.0.151,60000,172.217.9.238,443,6,22/08/2017 10:29:48,36210,1,2,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,635.1836509251588,82.85004142502072,18105.0,25547.76800426996,36170.0,40.0,0,0,0,0,0,40.0,40.0,0.0,40.0,40.0,1,0,0,0,32,64,27.616680475006905,55.23336095001381,0.0,23.0,11.5,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,2.0,15.333333333333334,23.0,0.0,32,0,0,0,0,0,0,1,23,2,0,1436,196,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.74-10.42.0.151-443-52158-6,10.42.0.151,52158,172.217.10.74,443,6,22/08/2017 10:29:51,36521,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.763013060978615,36521.0,0.0,36521.0,36521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.381506530489307,27.381506530489307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,2078,175,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.3.15-10.42.0.151-443-54059-6,10.42.0.151,54059,157.240.3.15,443,6,22/08/2017 10:29:55,366791,6,7,1080.0,201.0,537.0,0.0,180.0,260.24373191298963,137.0,0.0,28.714285714285715,50.07898523237828,3492.4521048771644,35.442527215771385,30565.91666666667,49035.346895624614,160639.0,15.0,144166.0,28833.2,39422.538594058096,79215.0,15.0,304704.0,50784.0,64487.42505946411,160639.0,16.0,0,0,0,0,200,232,16.358089484202175,19.084437731569206,0.0,537.0,91.50000000000001,183.26976753493113,33587.807692307695,0,0,0,1,0,0,0,0,1.0,98.53846153846153,180.0,28.714285714285715,200,0,0,0,0,0,0,6,1080,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.3.15-10.42.0.151-443-54059-6,10.42.0.151,54059,157.240.3.15,443,6,22/08/2017 10:29:56,57084,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,543.0593511316656,52.55413075467732,28542.0,40278.21646994812,57023.0,61.0,61.0,61.0,0.0,61.0,61.0,0,0,0,0,0,1,0,0,0,64,32,35.03608716978488,17.51804358489244,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1369,122,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.74-10.42.0.151-443-49193-6,10.42.0.151,49193,172.217.10.74,443,6,22/08/2017 10:30:01,63,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,365079.3650793651,31746.031746031746,63.0,0.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,0,0,0,0,0,1,0,0,0,64,0,31746.031746031746,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,0.0,23.0,11.5,0.0,64,0,0,0,0,0,0,2,23,0,0,1591,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.74-10.42.0.151-443-49193-6,172.217.10.74,443,10.42.0.151,49193,6,22/08/2017 10:30:01,37,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,64,0,54054.05405405405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,181,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.74-10.42.0.151-443-57886-6,10.42.0.151,57886,172.217.10.74,443,6,22/08/2017 10:30:03,271,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,114391.14391143913,7380.073800738008,271.0,0.0,271.0,271.0,271.0,271.0,0.0,271.0,271.0,0,0,0,0,0,1,0,0,0,64,0,7380.073800738008,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1945,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.9.238-10.42.0.151-443-41021-6,10.42.0.151,41021,172.217.9.238,443,6,22/08/2017 10:30:05,12,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,2583333.3333333335,166666.66666666666,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0,0,0,0,0,1,0,0,0,64,0,166666.66666666666,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1404,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.9.238-10.42.0.151-443-41021-6,172.217.9.238,443,10.42.0.151,41021,6,22/08/2017 10:30:05,40,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,49999.99999999999,40.0,0.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0,0,0,0,0,0,0,0,0,64,0,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,175,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-114.55.175.188-48824-80-6,10.42.0.151,48824,114.55.175.188,80,6,22/08/2017 10:30:19,1256682,5,3,172.0,404.0,172.0,0.0,34.4,76.92073842599277,404.0,0.0,134.66666666666666,233.2495087526088,458.34984506820336,6.365970070391714,179526.0,180767.11949909476,405127.0,284.0,1256682.0,314170.5,209910.82510517014,445334.0,574.0,444497.0,222248.5,313905.20626536285,444213.0,284.0,0,0,0,0,168,104,3.978731293994821,2.3872387763968925,0.0,404.0,64.0,139.61375290421785,19491.999999999996,0,0,0,1,0,0,0,0,0.0,72.0,34.4,134.66666666666666,168,0,0,0,0,0,0,5,172,3,404,65535,122,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
131.253.61.68-10.42.0.151-443-35476-6,10.42.0.151,35476,131.253.61.68,443,6,22/08/2017 10:29:36,45817243,10,7,384.0,5901.0,202.0,0.0,38.4,81.09144358205877,1460.0,0.0,843.0,765.5932340348888,137.17542978306224,0.3710393486574476,2863577.6875,1.1379277805003248E7,4.5535791E7,5.0,4.5817243E7,5090804.777777778,1.5166917855324578E7,4.5535791E7,9.0,227782.0,37963.666666666664,61079.34190760954,145574.0,5.0,0,0,0,0,220,148,0.2182584403867339,0.15278090827071372,0.0,1460.0,349.16666666666663,612.1685898124317,374750.38235294126,0,0,0,1,0,0,0,0,0.0,369.70588235294116,38.4,843.0,220,0,0,0,0,0,0,10,384,7,5901,65535,64058,2,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-65.55.118.92-43742-80-6,10.42.0.151,43742,65.55.118.92,80,6,22/08/2017 10:29:35,46467246,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08608214052539287,1.5489082E7,2.6729272627208713E7,4.6353385E7,46187.0,4.6467246E7,2.3233623E7,3.269628097923811E7,4.6353385E7,113861.0,0,0,0,0,0,0,0,0,0,104,40,0.06456160539404465,0.021520535131348217,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,65535,4380,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
208.80.154.224-10.42.0.151-80-56926-6,10.42.0.151,56926,208.80.154.224,80,6,22/08/2017 10:29:39,42457698,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.047105709782004665,4.2457698E7,0.0,4.2457698E7,4.2457698E7,4.2457698E7,4.2457698E7,0.0,4.2457698E7,4.2457698E7,0,0,0,0,0,0,0,0,0,64,0,0.047105709782004665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1369,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
208.80.154.224-10.42.0.151-80-56925-6,10.42.0.151,56925,208.80.154.224,80,6,22/08/2017 10:29:40,41913876,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.047716894519609684,4.1913876E7,0.0,4.1913876E7,4.1913876E7,4.1913876E7,4.1913876E7,0.0,4.1913876E7,4.1913876E7,0,0,0,0,0,0,0,0,0,64,0,0.047716894519609684,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-65.55.118.92-43742-80-6,65.55.118.92,80,10.42.0.151,43742,6,22/08/2017 10:30:22,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,64,0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4380,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.74-10.42.0.151-443-39049-6,10.42.0.151,39049,172.217.10.74,443,6,22/08/2017 10:30:29,60,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,383333.3333333333,33333.333333333336,60.0,0.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0,0,0,0,0,1,0,0,0,64,0,33333.333333333336,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,0.0,23.0,11.5,0.0,64,0,0,0,0,0,0,2,23,0,0,1591,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.12.206-10.42.0.151-443-50872-6,10.42.0.151,50872,172.217.12.206,443,6,22/08/2017 10:29:48,44020736,14,11,1201.0,5320.0,954.0,0.0,85.78571428571429,254.2797304518811,1418.0,0.0,483.6363636363636,610.3987668282551,148.1347335946405,0.5679141757193701,1834197.3333333335,8768807.016134005,4.3000918E7,9.0,4.4020736E7,3386210.4615384615,1.1903249438718485E7,4.3000918E7,9.0,952263.0,95226.3,138889.16533780933,399237.0,22.0,0,0,0,0,456,360,0.31803193840284727,0.24988223731652284,0.0,1418.0,250.8076923076923,473.57702809412274,224275.20153846152,0,0,0,1,0,0,0,0,0.0,260.84,85.78571428571429,483.6363636363636,456,0,0,0,0,0,0,14,1201,11,5320,65535,181,3,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
